Q_2_2_1_zone;Q_3_1_4_Scolarite;Q_3_3_2_temps_communautes;Q_3_4_2_activites_professionnelles;Q_4_1_2_1_qui_habite;Q_4_4_1_participer_eglise;Q_4_4_1_participer_au_groupe_jeunes;Q_4_4_1_participe_groupe_femmes;Q_4_4_1_participer_syndicat;Q_4_4_1_participer_a_la_cooperation;Q_4_4_1_participer_a_la_communaute_associative;Q_4_4_1_participer_au_football_de_club;Q_4_5_1_revenu_travail_exterieur;Q_5_1_2_type_culture;Q_5_3_2_cueillette_produits_forestiers;Q_6_1_2_emploi_main_doeuvre;Q_6_1_4_2_Insecticides_chimiques;Q_6_1_4_2_defensifs_naturels;Q_6_1_4_3_herbicide;Q_6_2_1_Produits_chimiques;Q_6_2_1_2_pourquoi_nutiliser_plus_de_produits_chimiques;Q_6_3_1_entendu_parler_agroecologie;Q_6_3_1_3_Pratiquedelagroecologie;Q_6_3_1_3_1_quelle_culture_agroecologie;Q_6_3_1_3_2_depuis_quand_pratique_agroecologie;Q_7_1_1_2_Produits_commerciaux;Q_7_1_1_2_produitprincipal;Q_7_1_1_2_3_forme_commercialisation;Q_7_1_1_3_certification;Q_7_2_1_revenu_agricole_bon_mois;Q_7_2_2_revenu_agricole_mois_difficile;Q_7_4_1_Principales_difficultes_de_production;Q_7_4_1_1_autres_difficultes_de_production;Q_7_4_2_principales_difficultes_de_la_commercialisation;Q_7_5_1_2_credit;Q_7_6_1_Technique_dassistance_a_la_visite;Q_7_6_2_Douviennentlestechniciens;Q_7_6_3_frequence_visites;Q_8_1_2_titredubien;Q_8_1_4_enregistrement_environnemental_CAR;Q_8_1_5_annee_CAR;Q_8_4_1_nouvelles_terres;Q_8_4_1_3_annee_acquisition;Q_8_5_1_evenementdeterrain;Q_8_5_1_5_annee_vendu;Q_8_5_2_refu_proposition_achat_refuse;Q_8_5_2_1_annee_proposition_achat;Q_8_5_3_campagne_ne_vend_pas_ta_terre;Q_9_1_1_2_abandondelaculture;Q_9_1_1_3_pourquoi_abandonner;Q_9_2_1_nouvelles_activites;Q_9_2_1_2_quelles_nouvelles_activites;Q_9_3_1_Changement_du_climat;Q_9_3_1_4_assechement_source;Q_9_3_1_5_Sourcesdeauassechees;Q_9_4_1_Changement_apres_soja;Q_9_4_1_2_quand_changements;Q_9_4_1_3_quand_changements_lies_soja;Q_9_4_1_4_changements_positifs_soja;Q_9_4_1_5_changements_negatifs_soja;Q_9_4_2_atteint_pour_la_pulverisation_des_pesticides;Q_9_4_2_3_commentaire_pesticides_impactant;Q_9_4_2_4_problemes_sante_lies_pulverisations;Q_9_5_1_enfants_veulent_continuer_leur_activite_agricole;Q_9_5_1_2_quel_futur_veulent_pour_les_enfants;Q_9_5_2_quel_futur_5_ans;Q_9_6_1_situation_communautaire_sante;Q_9_6_1_situation_communaute_education;Q_9_6_1_situation_communaute_production_agricole;Q_9_6_1_situation_communaute_route_transport;Q_9_6_1_situation_communaute_liens_sociaux;Q_9_6_1_situation_communaute_relations_autres_acteurs_dont_soja;Q_9_6_1_situation_communaute_pouvoirs_publics;Q_9_6_2_changements_15ans_sante;Q_9_6_2_changements_15ans_education;Q_9_6_2_changements_15ans_production_agricole;Q_9_6_2_changements_15ans_transport_route;Q_9_6_2_changements_15ans_liens_sociaux;Q_9_6_2_changements_15ans_acteurs_exterieurs;Q_9_6_2_changements_15ans_pouvoirs_publics;Q_9_6_3_situation_agricole_familiale;Q_9_6_3_situation_communaute_si_continue;Q_9_6_3_situation_soja_si_continue
CentreB1;Diplomed'etudessecondaires;Plusde30ans;"Participeauxactivitesagricolesdelafamille;Autre";"Beau-pere/belle-mereoubeau-pere/belle-mere;autreparent";Participer;Non;Non;Non;Non;Non;Non;Jusqu'aunsalaireminimum;"Plantation;autresplantationsuniques(monoculture)";"Fruits(açaí,buriti,bacaba,piquia,etc.);noix(babaçu,andiroba,patauá,castanha-do-pará,muru-muru,etc.)";;Jamais;Jamais;Jamais;Jamaisutilise;;Non;;;;Miel,pulpeCupuaçu;PateapapierCupuaçu;Ventesdirectesauxconsommateurs;Non;Entre0,5et1salaireminimum;Jusqu'a0,5salaireminimum;"Solfaible/degradation;ravageurs,maladies,insectes;accesdifficileauxintrantsnaturels";;Difficultesd'accesauxmarches;Aucun;Oui;Universite;Unefoisparan;Titularisation;Oui,individuel;2018;Non;;non;;Oui;2019;Non;Rizetmaïs;Solfaible;Non;;"Augmentationdelatemperature(pluschaude);Moinsdepluie";;;Oui,jesaisqueçafaitmal;10ans;Elles'estdeveloppeeaucoursdesdixdernieresannees;Ilnepeutpasdire;Aucun;Oui;"Vosabeillessontmortes;iln'yaplusdepollinisation(moinsdefruits)";Mauxdeteteconstants;Vousnesavezpas;Qu'ilspoursuiventdesetudessuperieures;Autres;moyen;moyen;mauvais;mauvais;mauvais;mauvais;mauvais;C'estlamemechose;C'estlamemechose;C'estlamemechose;Lasituationaempire;C'estlamemechose;C'estlamemechose;Lasituationaempire;Lasituationvaempirer;Lasituationvaempirer;Lasituationvaempirer
CentreB1;Enseignementprimaireincomplet;Plusde30ans;"Participeauxactivitesagricolesdelafamille;Retraite";"Conjoint/partenaire;Fils,fille;Gendre/belle-fille;Petit-enfant/petite-fille";Leadership;Participer;Non;Participer;Non;Participer;Non;Jusqu'aunsalaireminimum;"Plantation;fermeproductiveouarriere-cour";"Fibres(lianes,eclisses,ecorces,paille);Fruits(açaí,buriti,bacaba,piquia,etc.);Fruitsacoque(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.)";;Jamais;Jamais;Jamais;Jamaisutilise;;Non;;;;Aviculura,PulpCupuaçu,PulpMuruci;PateapapierCupuaçu;Venteauseindelacommunaute,Venteauxintermediaires;Non;Jusqu'a0,5salaireminimum;Rien;Autres;Manqued'eau,manqued'energieetdetransport;"Mauvaisetatdesroutes;Difficultesd'accesauxmarches;Autres";Aucun;Non;;;Titularisation;Oui,individuel;2012;Oui,j'enaiherite;2012;non;;Oui;2019;Oui;;;Non;;"Augmentationdelatemperature(pluschaude);Moinsdepluie";Non;;Oui,jesaisqueçafaitmal;14ans;Augmentationaucoursdes5dernieresannees;Aucun;"Pertedeproduction;aggravationdelasantedelafamilleChangementclimatique;dommagesgenerauxal'environnement";Oui;N'affectepas;Iln'avaitpas;Non;Poursuivrel'activiteagricole;Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;mauvais;mauvais;mauvais;bon;bon;mauvais;Lasituationaempire;Lasituationaempire;C'estlamemechose;Lasituationaempire;Amelioree;C'estlamemechose;Lasituationaempire;Lasituationvaempirer;Ilnechangerapas;Ilserenforcera
CentreB1;Enseignementprimaireincomplet;Entre15et30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire;Fils,fille;Petit-enfant/petite-fille";Participer;Non;Non;Participer;Non;Non;Non;Personnenetravailleendehorsdulotissement;"Plantation;fermeproductiveouarriere-cour";Jenecollectionnepas;Quelquesfoisparmois;Tousles2-3mois;Jamais;Jamais;Avant,maisplusmaintenant;"Preoccupationpoursasanteetcelledesafamille;Preoccupationpourl'environnement";Non;;;;Farine,Manioc,Maïs;Maïs;Venteauxintermediaires;Non;Jusqu'a0,5salaireminimum;Vousnesavezpas;"Periodedesecheresse;Solfaible/degradation;Ressourcesfinancieres";;"Mauvaisetatdesroutes;manquedetransportadequat;difficultesd'accesauxmarches";Aucun;Non;;;Titularisation;Oui,individuel;2019;Oui,j'enaiherite;1999;non;;Non;;Non;;;Oui;Citron,orange;"Augmentationdelatemperature(pluschaude);Moinsdepluie;Moinsd'humiditedansl'air(moinsdebrouillard)";Non;;Oui,jesaisqueçafaitmal;10ans;Augmentationaucoursdes5dernieresannees;Aucun;"Pertedeproduction;Difficulted'accesalaparcelleetblocagedelaroute;Degradationdelaqualitedel'eau(iguarap?,puits);Changementclimatique.";Oui;"Envahissementdeleursculturespardesparasites;plusdepollinisation(moinsdefruits)";Iln'avaitpas;Oui;"Partiralarecherched'unemploienville;Alleral'universite";Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;moyen;moyen;moyen;bon;mauvais;mauvais;Lasituationaempire;Amelioree;Lasituationaempire;Lasituationaempire;Amelioree;Lasituationaempire;Lasituationaempire;Lasituationvaempirer;Lasituationvaempirer;Ilserenforcera
CentreB1;Terminerl'enseignementprimaire;De5a15ans;"Participeauxactivitesagricolesdelafamille;Autre";"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Participer;Non;Non;Non;Plusde1a3salairesminimums;Fermeoujardinproductif;;;Touslesmois;Jamais;;Utilisation;;Non;;;;Volaille,Patatesdouces,Oeufs;Aviculure;Ventescommunautaires;Non;Entre0,5et1salaireminimum;Jusqu'a0,5salaireminimum;"Periodedesecheresse;Solfaible/degradation;Autre";Penuriesd'eau;"Mauvaisetatdesroutes;manquedetransportadequat;difficultesd'accesauxmarches;manqued'assistancetechniquepourlacommercialisation";Aucun;Non;;;Titularisation;Oui,individuel;2016;Non;;non;;Oui;2014;Non;;;Non;;"Augmentationdelatemperature(pluschaude);Autre";Non;;Ilnepeutpasdire;;;Aucun;Pertedeproduction;Oui;"Envahissementdeleursculturespardesparasites;plusdepollinisation(moinsdefruits)";Iln'avaitpas;Non;Qu'ilspoursuiventdesetudessuperieures;J'aimeraissortirenville;mauvais;moyen;mauvais;mauvais;bon;bon;bon;C'estlamemechose;C'estlamemechose;Lasituationaempire;Amelioree;C'estlamemechose;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Lasituationvaempirer;Ilserenforcera
B2Trefle;Enseignementprimaireincomplet;Entre15et30ans;Participeauxactivitesagricolesdelafamille;"Fils,fille;beau-pere/belle-mereoubeau-pere/belle-mere";Participer;Non;Non;Participer;Non;Participer;Non;Jusqu'aunsalaireminimum;"Plantation;fermeproductiveouarriere-cour";Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);Quelquesfoisparmois;Jamais;1ou2foisparan;Jamais;;;Oui;Oui;Plantation;20ans;Aviculura,PimentadoReino,Pupunha;Aviculure;Autres;Non;Plusde1a3salairesminimums;Rien;"Ressourcesfinancieres;manqued'assistancetechnique;autres";Manquedesoutiendelapartdelamairie;"Manquedetransportadequat;manqued'assistancetechniqueaumarche";PronafB;Oui;EMATER;Moinsd'unefoisparan;Titularisation;Non;;Non;;non;;Non;;Oui;;;Non;;Augmentationdesprecipitations;Non;;Oui,jepensequ'ilaapportedesameliorations;10ans;Elles'estdeveloppeeaucoursdesdixdernieresannees;Aucun;"Pertedeproduction;changementclimatique;dommagesgenerauxal'environnement";Oui;"Secheressedescultures;invasionderavageurs;malaise(forteodeur,mauxdetete,vomissements).";Iln'avaitpas;Oui;"Partiralarecherched'unemploienville;Alleral'universite";Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;bon;;moyen;bon;bon;mauvais;Amelioree;Amelioree;C'estlamemechose;Amelioree;Amelioree;C'estlamemechose;Lasituationaempire;Lasituationvaempirer;Ilserenforcera;Ilnechangerapas
B2Trefle;Enseignementprimaireincomplet;Entre15et30ans;"Participeauxactivitesagricolesdelafamille;Retraite";"Conjoint/partenaire/partenaire;Petit-enfant/petits-enfants";Participer;Non;Non;Non;Non;Non;Non;Personnenetravailleendehorsdulotissement;"Plantation;fermeproductiveouarriere-cour";Jenecollectionnepas;;Touslesmois;Jamais;Jamais;Jamaisutilise;;Non;;;;;;;;Vousnesavezpas;Vousnesavezpas;Aucun;;Aucun;Aucun;Non;;;Titularisation;Non;;Non;;non;;Non;;Non;;;Non;;;Non;;Non;;;Ilnepeutpasdire;Autres;Non;;Mauxdeteteconstants;Vousnesavezpas;Autres;Autres;bon;bon;bon;bon;moyen;bon;moyen;Lasituationaempire;C'estlamemechose;C'estlamemechose;Amelioree;C'estlamemechose;C'estlamemechose;Lasituationaempire;Ilserenforcera;Ilnechangerapas;Vousnesavezpas
B2Trefle;Enseignementprimaireincomplet;Plusde30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Participer;Participer;Participer;Non;Non;Participer;Plusde3a5salairesminimums;"Plantation;Paturage;Fermeoucourdeproduction";Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);;Touslesmois;Jamais;Touslesmois;Utilisation;;Non;;;;Volaille,Porcs;Porcs;Vendresurleterrain;Non;Entre0,5et1salaireminimum;Jusqu'a0,5salaireminimum;"Periodedesecheresse;manquedemain-d'œuvre;manqued'assistancetechnique";;Manquedemoyensdetransportadequats;PronafB;Oui;EMATER;Unefoisparan;Titularisation;Oui,individuel;2018;Oui,jel'aireçud'uneinstitution(INCRA,autre);;non;;Oui;2017;Oui;Riz;Manquedemain-d'œuvre;Non;;Augmentationdesprecipitations;Non;;Non;;;Aucun;Aucun;Non;;Iln'avaitpas;Oui;Poursuivrel'activiteagricole;Jeveuxcontinuerarenforcerlesactivitesdulot;bon;bon;bon;bon;bon;bon;bon;C'estlamemechose;C'estlamemechose;C'estlamemechose;Amelioree;C'estlamemechose;C'estlamemechose;C'estlamemechose;Ilnechangerapas;Ilserenforcera;Ilserenforcera
B2Trefle;Enseignementprimaireincomplet;Entre15et30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Participer;Non;Participer;Non;Leadership;Participer;Plusde1a3salairesminimums;"Plantation;fermeproductiveouarriere-cour";Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);;Jamais;Jamais;Jamais;Jamaisutilise;;Oui;Non;;;Noixdecoco,Tapioca;Noixdecoco;Venteauxintermediaires;Non;Jusqu'a0,5salaireminimum;Rien;Autres;Manquedeterres;Manquedemoyensdetransportadequats;Aucun;Non;;;Titularisation;Non;;Non;;non;;Non;;Oui;;;Non;;Augmentationdelatemperature(pluschaud);Non;;Oui,jepensequ'ilaapportedesameliorations;15ans;C'estcommeçadepuis15ans;Emploi;Aucun;Non;;Iln'avaitpas;Non;"Partiralarecherched'unemploienville;Alleral'universite";Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;bon;mauvais;mauvais;bon;bon;bon;Amelioree;Amelioree;Lasituationaempire;Lasituationaempire;C'estlamemechose;C'estlamemechose;C'estlamemechose;Ilnechangerapas;Vousnesavezpas;Ilserenforcera
B2Trefle;Enseignementprimaireincomplet;Plusde30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Participer;Non;Non;Non;Jusqu'aunsalaireminimum;"Plantation;fermeproductiveouarriere-cour";Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);;Tousles2-3mois;Jamais;Tousles2-3mois;Utilisation;;Non;;;;Avocat,banane;Banane;Ventescommunautaires;Non;Jusqu'a0,5salaireminimum;Rien;"Ravageurs,maladies,insectes;Ressourcesfinancieres;Manquedemain-d'œuvre;Manqued'assistancetechnique";;"Manquedemoyensdetransportadequats;difficultesd'accesauxmarches";Aucun;Non;;;Transfere;Non;;Non;;non;;Non;;Oui;;;Oui;Maislesbananes;Augmentationdelatemperature(pluschaud);Non;;Oui,jepensequ'ilaapportedesameliorations;9ans;Augmentationaucoursdes5dernieresannees;Aucun;Aucun;Oui;"Secheressedescultures;invasionderavageurs;malaise(forteodeur,mauxdetete,vomissements).";Iln'avaitpas;Oui;"Partiralarecherched'unemploienville;Alleral'universite";Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;moyen;;mauvais;bon;bon;bon;Lasituationaempire;C'estlamemechose;C'estlamemechose;Lasituationaempire;C'estlamemechose;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Lasituationvaempirer;Ilserenforcera
B2Trefle;Enseignementprimaireincomplet;Entre15et30ans;"Participeauxactivitesagricolesdelafamille;Retraite";"Conjoint/partenaire/partenaire;Petit-enfant/petits-enfants";Participer;Non;Non;Participer;Non;Non;Non;Personnenetravailleendehorsdulotissement;"Plantation;Legumes;Fermeproductiveouarriere-cour";Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);;Jamais;Jamais;Jamais;Jamaisutilise;;Non;;;;;;;Non;Vousnesavezpas;Vousnesavezpas;Manquedemain-d'œuvre;;;Aucun;Non;;;Titularisation;Non;;Non;;non;;Oui;2015;Non;Rizetharicots;Acausedelapeste;Oui;Porcs;Augmentationdelatemperature(pluschaud);;;Oui,jepensequ'ilaapportedesameliorations;16ans;Elles'estdeveloppeeaucoursdesdixdernieresannees;Ilnepeutpasdire;Aucun;Oui;Malaise(odeurforte,mauxdetete,vomissements);Jenesaispas;Non;Partiralarecherched'unemploienville;Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;bon;moyen;bon;bon;bon;bon;Lasituationaempire;Amelioree;Lasituationaempire;Amelioree;Lasituationaempire;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Lasituationvaempirer;Ilserenforcera
B2Trefle;Enseignementprimaireincomplet;Entre15et30ans;"etudie;participeauxactivitesagricolesdelafamille";"Conjoint/partenaire/partenaire;Fils,fille";Participer;Participer;Participer;Participer;Non;Non;Participer;Personnenetravailleendehorsdulotissement;"Roça;Sitioouarriere-courproductive;Autresplantationsseules(monoculture)";Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);;Jamais;Jamais;Jamais;Jamaisutilise;;;;;;Urucu;Urucu;Venteauxintermediaires;Non;Jusqu'a0,5salaireminimum;Rien;"Deplacementdelasaisondespluies;Difficulted'accesauxsemencescreoles(agriculteurslocaux);Ressourcesfinancieres";;"Difficultesd'accesauxmarches;Autres";Aucun;Non;;;Titularisation;Non;;;;;;;;Non;;;Non;;Augmentationdelatemperature(pluschaud);;;Oui,jesaisqueçafaitmal;6ans;C'estcommeçadepuis15ans;Aucun;"Pertedeproduction;changementclimatique;dommagesgenerauxal'environnement";Oui;"Secheressedescultures;invasionderavageurs;malaise(forteodeur,mauxdetete,vomissements).";Maladiepulmonairechronique(asthme,tuberculose,bronchite,pneumonie);Non;Autres;Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;moyen;mauvais;bon;bon;bon;bon;C'estlamemechose;Amelioree;Lasituationaempire;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Ilserenforcera;Lasituationvaempirer
B2Trefle;Enseignementprimaireincomplet;Plusde30ans;Participeauxactivitesagricolesdelafamille;Fils,fille;Non;Non;Non;Participer;Non;Non;Participer;Jusqu'aunsalaireminimum;"Plantation;fermeproductiveouarriere-cour";"Bois;fibres(lianes,eclisses,ecorces,paille);fruitsacoque(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.)";;Jamais;Jamais;Jamais;Jamaisutilise;;Oui;Oui;Lacampagne;Depuisle;;;;;Vousnesavezpas;Vousnesavezpas;Manquedemain-d'œuvreAutres;Terraindifficile;"Manquedemoyensdetransportadequats;difficultesd'accesauxmarches";Aucun;Non;;;Licenceprofessionnelle(INCRA)-LO;Non;;;;;;;;Oui;Manioc,maïs,;Ilpensequ'ilvautmieuxacheterqueplanter;Non;;Moinsd'humiditedansl'air(moinsdebrouillard);;;Oui,jepensequ'ilaapportedesameliorations;16ans;C'estcommeçadepuis15ans;Aucun;Aucun;Non;;Iln'avaitpas;Oui;"Partiralarecherched'unemploienville;Alleral'universite";Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;bon;moyen;bon;bon;bon;moyen;C'estlamemechose;Amelioree;Amelioree;Amelioree;C'estlamemechose;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Lasituationvaempirer;Lasituationvaempirer
S2DebutdeCuruáUna;Terminerl'enseignementprimaire;Jesuisne(e)ici/j'aigrandiici/jesuisarrive(e)icipendantmonenfance(jusqu'al'agede18ans);Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Participer;Non;Leadership;Non;Personnenetravailleendehorsdulotissement;"Plantation;Legumes;Fermeproductiveouarriere-cour";Jenecollectionnepas;;Jamais;Jamais;Jamais;Avant,maisplusmaintenant;Sepreoccuperdesasanteetdecelledesafamille;Oui;Non;;;Farine;Farine;Venteauxintermediaires;Non;Vousnesavezpas;Vousnesavezpas;"Ressourcesfinancieres;manquedemain-d'œuvre;manqued'assistancetechnique";;"Mauvaisetatdesroutes;Difficultearespecterlesreglessanitaires;Difficultearespecterlesreglessanitaires;Difficultearespecterlesreglessanitaires;Difficultearespecterlesreglessanitaires";Aucun;Non;;;Titredefinitif(INCRAouITERPA);Non;;Non;;non;;Non;;Oui;Riz;Pourchasserlesoiseaux;Non;;"Augmentationdelatemperature(pluschaude);Augmentationdesprecipitations";Oui;Bien;Ilnepeutpasdire;;;Aucun;Aucun;Non;;Iln'avaitpas;Non;"Partiralarecherched'unemploienville;Alleral'universite";Jeveuxcontinuerarenforcerlesactivitesdulot;bon;moyen;bon;moyen;mauvais;bon;mauvais;C'estlamemechose;C'estlamemechose;Lasituationaempire;Lasituationaempire;Lasituationaempire;C'estlamemechose;Lasituationaempire;Lasituationvaempirer;Lasituationvaempirer;Ilserenforcera
B2Trefle;Enseignementprimaireincomplet;De5a15ans;"Participeauxactivitesagricolesdelafamille;Retraite";"Conjoint/partenaire/partenaire;Petit-enfant/petits-enfants";Non;Non;Non;Non;Non;Non;Non;Vousnesavezpas;"Plantation;fermeproductiveouarriere-cour";"Bois;noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.)";;Jamais;Jamais;1ou2foisparan;Utilisation;;Oui;Oui;Manioc;10ans;;;;;Vousnesavezpas;Vousnesavezpas;"Solfaible/degradation;accesdifficileauxintrantsnaturels;ressourcesfinancieres";;"Manquedemoyensdetransportadequats;difficultesd'accesauxmarches";Aucun;Oui;"EMATER;Autres";Lorsquelebesoins'enfaitsentir;Titularisation;Oui,individuel;2018;Oui,jel'aifait;2016;non;;Non;;Non;Maïs;Faiblessedusoletmanquederessources;Non;;;Non;;Ilnepeutpasdire;;;"Emploi;Autres";Aucun;Oui;"Secheressedescultures;invasionderavageurs;malaise(forteodeur,mauxdetete,vomissements).";Iln'avaitpas;Non;"Partiralarecherched'unemploienville;Alleral'universite";Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;mauvais;mauvais;bon;moyen;;;Amelioree;Amelioree;Lasituationaempire;Amelioree;C'estlamemechose;;;Lasituationvaempirer;Lasituationvaempirer;Ilserenforcera
B2Trefle;Enseignementprimaireincomplet;Plusde30ans;"Participeauxactivitesagricolesdelafamille;Retraite";"Conjoint/partenaire;Fils,fille;Petit-enfant/petite-fille";Participer;Non;Non;Non;Non;Participer;Participer;Vousnesavezpas;"Plantation;fermeproductiveouarriere-cour";Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);Quelquesfoisparan;1ou2foisparan;Jamais;1ou2foisparan;Utilisation;;Oui;Oui;Peaudemanioc;30ans;Jerimum,citron;Jerimum;Venteauxintermediaires;Non;Plusde1a3salairesminimums;Jusqu'a0,5salaireminimum;"Ressourcesfinancieres;manqued'assistancetechnique;autres";Penuriesd'eau;"Difficultesd'accesauxmarches;manqued'assistancetechniquepourlacommercialisation";Aucun;Non;;;Titredefinitif(INCRAouITERPA);Oui,individuel;2016;Non;;non;;Oui;2008;Oui;Riz,champs,haricots;Manquedesoutien;Non;;Augmentationdelatemperature(pluschaud);;;Ilnepeutpasdire;;;Emploi;"Pertedeproduction;dommagesgenerauxal'environnement";Oui;"Secheressedescultures;invasionderavageurs;malaise(forteodeur,mauxdetete,vomissements).";Maladiepulmonairechronique(asthme,tuberculose,bronchite,pneumonie);Vousnesavezpas;"Partiralarecherched'unemploienville;Alleral'universite";Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;mauvais;bon;moyen;bon;bon;moyen;Lasituationaempire;Lasituationaempire;Lasituationaempire;Amelioree;C'estlamemechose;Amelioree;Lasituationaempire;Lasituationvaempirer;Lasituationvaempirer;Vousnesavezpas
B2Trefle;Enseignementprimaireincomplet;De5a15ans;Participeauxactivitesagricolesdelafamille;Unautreparent;Non;Non;Non;Participer;Non;Non;Participer;Jusqu'aunsalaireminimum;Plantation;Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);;Jamais;Jamais;Jamais;Jamaisutilise;;Non;;;;Farine;Farine;Ventelorsd'unefoiremunicipale;Non;Plusde1a3salairesminimums;Entre0,5et1salaireminimum;"Ravageurs,maladies,insectes;Ressourcesfinancieres;Manquedemain-d'œuvre;Manqued'assistancetechnique";;"Mauvaisetatdesroutes;manquedetransportadequat;manqued'assistancetechniqueaumarche;autres";Fleurd'amazone;Non;;;Titredefinitif(INCRAouITERPA);Non;;;;;;Oui;2017;Non;Riz,haricots,maïsetpasteque;Leprixesttresbas;Non;;;Non;;Ilnepeutpasdire;;;Ilnepeutpasdire;Aucun;Non;;Iln'avaitpas;Vousnesavezpas;Qu'ilspoursuiventdesetudessuperieures;Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;bon;moyen;mauvais;bon;bon;bon;Amelioree;Amelioree;Lasituationaempire;Amelioree;C'estlamemechose;C'estlamemechose;C'estlamemechose;Ilnechangerapas;Ilserenforcera;Vousnesavezpas
B2Trefle;Enseignementsuperieuracheve;Entre15et30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Participer;Participer;Non;Non;Participer;Personnenetravailleendehorsdulotissement;Fermeoujardinproductif;Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);;Touslesmois;Jamais;;Utilisation;;Oui;Non;;;Manioc;Manioc;Ventelorsd'unefoiremunicipale;Non;Entre0,5et1salaireminimum;Jusqu'a0,5salaireminimum;"Ressourcesfinancieres;Autres";Mauvaiseroute;"Mauvaisetatdesroutes;manquedetransportadequat";Aucun;Non;;;Titredefinitif(INCRAouITERPA);Oui,individuel;;Oui,jel'aifait;2018;non;;Non;;Oui;Riz;?donnelesresultatssuivants;Oui;Plantationdecanneasucre;Augmentationdelatemperature(pluschaud);;;Oui,jesaisqueçafaitmal;16ans;C'estcommeçadepuis15ans;Emploi;Aggravationdelasantedelafamille;Oui;"Lesparasitesenvahissentvoscultures;Malaise(forteodeur,mauxdetete,vomissements)";Mauxdeteteconstants;Vousnesavezpas;"Partiralarecherched'unemploienville;Alleral'universite";J'aimeraisdemenagerdansuneautrecommunauterurale;moyen;moyen;moyen;moyen;bon;moyen;moyen;C'estlamemechose;Lasituationaempire;Amelioree;Amelioree;C'estlamemechose;C'estlamemechose;C'estlamemechose;Ilserenforcera;Ilnechangerapas;Ilnechangerapas
B2Trefle;Enseignementprimaireincomplet;Entre15et30ans;"Participeauxactivitesagricolesdelafamille;Autre";"Conjoint/partenaire/partenaire;Fils,fille";Leadership;Participer;Participer;Participer;Non;Non;Non;Plusde1a3salairesminimums;Plantation;Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);;Jamais;Jamais;Jamais;Jamaisutilise;;Oui;Oui;Ouiculturedumanioc;20ans;Mel;Mel;Vendresurleterrain;Non;Entre0,5et1salaireminimum;Jusqu'a0,5salaireminimum;"Contaminationparlespesticides;Autres";Manquedeterres;"Mauvaisetatdesroutes;manquedetransportadequat";PronafA;Non;;;Titularisation;Oui,individuel;;Non;;;;Non;;Non;;;Non;;"Augmentationdelatemperature(pluschaude);Augmentationdesprecipitations";;;Oui,jesaisqueçafaitmal;16ans;Elles'estdeveloppeeaucoursdesdixdernieresannees;Aucun;Aucun;Non;;Iln'avaitpas;Non;"Partiralarecherched'unemploienville;Alleral'universite";Autres;moyen;moyen;mauvais;bon;bon;bon;bon;Amelioree;Amelioree;Amelioree;Lasituationaempire;C'estlamemechose;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Ilserenforcera;Ilserenforcera
